,word1,word2,relation,freq.
5826,skateboarder,sweater,crossclassified,1
5830,carpet,mother,crossclassified,1
5831,carpet,lounge,crossclassified,1
5832,carpet,couches,crossclassified,1
5837,dog,dog face,not-covered,1
5840,van,omnirange,crossclassified,1
5846,girl,sketchbook,crossclassified,1
6230,pan,mini pizza,not-covered,1
6238,girl,dexter,crossclassified,1
4102,cat,steel,crossclassified,1
6621,curtain,carpet,co-hyponymy,1
6627,truck,dumbstruck,crossclassified,1
6632,van,car door,crossclassified,1
6633,van,bed,crossclassified,1
6634,carpet,animals,crossclassified,1
6637,bulldog,skateboard,crossclassified,1
6638,shirt,parrot,crossclassified,1
6641,carpet,flower vase,not-covered,1
6642,man,dancer,co-hyponymy,1
6643,car,toyota,crossclassified,1
6649,woman,playing,crossclassified,1
6654,sauce,sausage sandwich,not-covered,1
6656,woman,cutting board,crossclassified,1
6657,woman,cooker,crossclassified,1
6663,pot,tub,co-hyponymy,1
6668,pot,bath,co-hyponymy,1
6671,pot,basin,co-hyponymy,1
6672,table,bread roast,not-covered,1
6673,girl,wooden spoon,crossclassified,1
6674,girl,eat,crossclassified,1
6676,couch,humans,crossclassified,1
6677,girl,receiver,crossclassified,1
6679,carpet,video game,crossclassified,1
6680,carpet,track paint,not-covered,1
6683,parka,windbreaker,synonymy,1
6684,parka,ski jacket,hypernymy.1,1
6686,parka,shower,crossclassified,1
6687,bird,tent,crossclassified,1
6626,truck,duck,crossclassified,1
6620,curtain,lap top,crossclassified,1
6550,bench,road side,crossclassified,1
6618,curtain,window shade,crossclassified,1
6554,man,serviceman,synonymy,1
6556,man,uniformed man,not-covered,1
6560,shirt,coffee cup,crossclassified,1
211,carpet,dining,crossclassified,1
6566,housing,wooden,crossclassified,1
6568,lion,cow,crossclassified,1
6572,shirt,dresser,crossclassified,1
6575,toddler,face,crossclassified,1
6576,toddler,female,crossclassified,1
6577,toddler,woman,crossclassified,1
6581,coat,bat,crossclassified,1
6582,boy,reader,crossclassified,1
6584,wheelchair,vehicles,crossclassified,1
6586,wheelchair,t-shirt,crossclassified,1
6587,lady,woman in costume,not-covered,1
6590,guy,homeless man,not-covered,1
6594,cake,meal,crossclassified,1
6595,pot,tree,crossclassified,1
6596,horse,flour,crossclassified,1
6602,dress,controller,crossclassified,1
6605,car,licentiate,crossclassified,1
6606,car,car back,not-covered,1
6607,bird,a bird,not-covered,1
6608,guy,curtain,crossclassified,1
6609,guy,shirt and helmet,not-covered,1
6613,couch,boy and grill,not-covered,1
6615,shirt,ice,crossclassified,1
6688,bird,awning,crossclassified,1
6689,bowl,plate of fruit,not-covered,1
6690,bowl,fruit platter,not-covered,1
6691,toddler,baby boy,not-covered,1
6750,bun,hogging,crossclassified,1
6751,bun,french bread,crossclassified,1
6752,bird,canary,hypernymy.1,1
6757,lady,racket maker,not-covered,1
6761,boy,feeder,crossclassified,1
6762,boy,giraffe,crossclassified,1
6763,lamp,girl,crossclassified,1
6765,lamp,bed post,crossclassified,1
6767,lamp,lamp stand,not-covered,1
6769,lamp,wall,crossclassified,1
6770,lamp,jacket,crossclassified,1
6774,sweater,booth,crossclassified,1
6775,sweater,chair,crossclassified,1
6776,sweater,jacket,crossclassified,1
6777,sweater,sweatshirt,hypernymy.1,1
6778,sweater,hoodie,not-covered,1
6779,sweater,seat,crossclassified,1
6780,girl,hooker,crossclassified,1
6782,bottle,coke bottle,not-covered,1
6786,jacket,dree,not-covered,1
6788,table,video call,not-covered,1
6790,apple,display,crossclassified,1
6791,apple,fruit display,not-covered,1
6792,apple,produce,hypernymy.2,1
6794,apple,fruit stand,not-covered,1
6795,apple,rode,crossclassified,1
6796,apple,fruit shop,not-covered,1
6748,shirt,underwear,crossclassified,1
6745,tie,knot,co-hyponymy,1
6744,motorcycle,whee,not-covered,1
6718,desk,headphones and cell phone,not-covered,1
6694,ketchup,toppings,crossclassified,1
6699,ketchup,jam,crossclassified,1
6702,coat,hood,co-hyponymy,1
6704,cup,cool drink,not-covered,1
6705,bench,cellphone,crossclassified,1
6709,child,twin,co-hyponymy,1
6711,cheese,blacktopping,crossclassified,1
6713,boat,boat and trailer,not-covered,1
200,dog,rail,crossclassified,1
6715,cabinet,cook stove,crossclassified,1
6716,cabinet,wood stove,not-covered,1
6717,cabinet,fur,crossclassified,1
6720,carpet,shadow,crossclassified,1
6743,car,prop,crossclassified,1
6721,bridge,truss bridge,hypernymy.1,1
6724,dish,plate of food,not-covered,1
6725,dish,vegetable plate,not-covered,1
6726,puppy,doggie,co-hyponymy,1
6727,woman,females,hypernymy.2,1
6730,woman,parser,crossclassified,1
6731,counter,breakfast nook,crossclassified,1
6735,man,elderly,crossclassified,1
6736,man,hotdog platter,not-covered,1
6737,guy,partner,crossclassified,1
6739,guy,vest,crossclassified,1
6742,car,fake car,not-covered,1
6551,desk,clothing,crossclassified,1
6545,woman,older woman,not-covered,1
6239,girl,paper bag,crossclassified,1
6319,gentleman,coat,crossclassified,1
6323,couch,baseball cap,crossclassified,1
6329,kid,stove,crossclassified,1
6330,kid,dumb teenager,not-covered,1
6331,kid,goofball,crossclassified,1
6338,fork,vagabond,crossclassified,1
6340,woman,neck,crossclassified,1
6342,hat,bowler,hypernymy.1,1
6343,hat,head wear,not-covered,1
6347,man,dress shirt,crossclassified,1
6349,goat,camel,crossclassified,1
6353,girl,hat apparel,not-covered,1
6354,table,chicken,crossclassified,1
6355,shirt,blanket,crossclassified,1
6366,cow,llama,crossclassified,1
6367,t-shirt,tennis bat,not-covered,1
6368,t-shirt,sleazebag,not-covered,1
6371,plane,model plane,not-covered,1
6373,plane,minicomputer,crossclassified,1
6374,plane,small airplane toy,not-covered,1
6379,sandwich,mcdonald's,not-covered,1
6382,t-shirt,graphical,crossclassified,1
6387,bird,penguin,hypernymy.1,1
6390,forward,player,not-covered,1
6393,forward,shorts,not-covered,1
6394,forward,sand,not-covered,1
6397,dugout.,stadium,not-covered,1
6399,dugout.,baseball dugout,not-covered,1
6321,gentleman,hat,crossclassified,1
6318,gentleman,walker,crossclassified,1
6543,basin,wash room,crossclassified,1
226,sugar,glaze,crossclassified,1
6242,cap,case,co-hyponymy,1
6244,cap,phone,crossclassified,1
6248,lady,lower,crossclassified,1
6253,tie,person,crossclassified,1
6254,tie,dress,crossclassified,1
6258,cupcake,cup,crossclassified,1
6260,cupcake,candy,crossclassified,1
6261,cupcake,fluted baking cup,not-covered,1
6265,counter,shelving,crossclassified,1
6272,beef,vagi table,not-covered,1
6273,beef,vegetable,crossclassified,1
6278,counter,sink countertop,not-covered,1
6281,flower,flower stems,not-covered,1
6284,flower,cup,crossclassified,1
6287,flower,food,crossclassified,1
6288,flower,jar,crossclassified,1
6289,carpet,roof,crossclassified,1
6291,carpet,car,crossclassified,1
6298,jug,container,hypernymy.2,1
6299,jug,dog,crossclassified,1
6301,jug,planter,crossclassified,1
6302,jug,design,crossclassified,1
6305,cow,lam boy,not-covered,1
6306,cow,grazer,not-covered,1
6307,sauce,chocolate sauce,hypernymy.1,1
6309,guy,apron,crossclassified,1
6311,guy,dishes,crossclassified,1
6400,dugout.,pit,not-covered,1
6402,dugout.,cap,not-covered,1
6403,dugout.,fence,not-covered,1
6410,milk,banana break fast,not-covered,1
6473,child,palate,crossclassified,1
6475,jacket,kid,crossclassified,1
6477,salad,entree,crossclassified,1
6479,cabinet,shelving unit,not-covered,1
6484,automobile,suv,hypernymy.1,1
6492,woman,drinker,crossclassified,1
6497,spreader,hang glider,crossclassified,1
6498,spreader,para sail,crossclassified,1
6499,spreader,ship,crossclassified,1
6501,woman,starlet,crossclassified,1
6504,train,court,crossclassified,1
6506,table,rocks,crossclassified,1
6507,lady,goggles,crossclassified,1
6509,woman,swimsuit,crossclassified,1
6511,woman,outfit,crossclassified,1
6512,woman,trousers,crossclassified,1
6515,car,floor,crossclassified,1
6518,pheasant,rail,crossclassified,1
6519,pheasant,hen,crossclassified,1
6520,pheasant,cock,crossclassified,1
6523,knife,shears,co-hyponymy,1
6524,kid,son,hypernymy.1,1
6526,kid,sweatshirt,crossclassified,1
6530,lamp,street light pole,not-covered,1
6535,jacket,hands and phone,not-covered,1
6538,boy,ticked board,not-covered,1
6539,skater,blue jeans,crossclassified,1
6469,child,arms,crossclassified,1
6462,bench,wog,crossclassified,1
6460,bun,carrot,crossclassified,1
6437,goat,grass,crossclassified,1
6411,airplane,animal,crossclassified,1
6414,giraffe,leg,crossclassified,1
6415,child,slotter,not-covered,1
6417,curtain,tent,crossclassified,1
6419,curtain,hammock,crossclassified,1
220,guy,bathing suit,crossclassified,1
6421,curtain,valence,crossclassified,1
6423,woman,boss,crossclassified,1
6426,pizza,mushroom pizza,not-covered,1
6428,goat,mammal,hypernymy.2,1
6429,woman,shoppers,crossclassified,1
6435,horse,port,crossclassified,1
6439,goat,lambs,co-hyponymy,1
6458,bench,sweater,crossclassified,1
6440,goat,field,crossclassified,1
6444,goalkeeper,jersey,crossclassified,1
6446,goalkeeper,soccer apparel,not-covered,1
6447,hotel,pavilion,crossclassified,1
6449,hotel,shelter,crossclassified,1
6450,hotel,barn,crossclassified,1
6451,hotel,ranch,crossclassified,1
6452,hotel,restaurant,co-hyponymy,1
6453,hotel,store,crossclassified,1
6454,hotel,zoo,crossclassified,1
6456,bench,booth seat,not-covered,1
6457,bench,backrest,crossclassified,1
5635,lady,chicken wire,crossclassified,1
5634,vase,bud,crossclassified,1
5630,kid,scarf,crossclassified,1
4571,man,hand stick,not-covered,1
4573,bench,snickers,crossclassified,1
4574,jacket,curtain,crossclassified,1
4581,cow,fruit,crossclassified,1
4584,man,hot bun,not-covered,1
4586,man,comedian,crossclassified,1
4587,car,plymouth,crossclassified,1
4600,dresser,travel bag,not-covered,1
4605,dresser,entertainment system,not-covered,1
4607,dresser,closet drawer,not-covered,1
4608,dresser,bookcase,co-hyponymy,1
4609,dresser,shelving,crossclassified,1
4610,dresser,ward row,not-covered,1
4615,train,wind shield,crossclassified,1
4626,tent,anemone,crossclassified,1
4628,tent,fruit,crossclassified,1
307,bun,hotdog with the works,not-covered,1
4638,pastry,roll,crossclassified,1
4639,pastry,pizza,crossclassified,1
4640,pastry,eclair,hypernymy.1,1
4642,pastry,long john,not-covered,1
4644,pastry,slice,crossclassified,1
4649,guy,youngster,crossclassified,1
4660,guy,baseman,not-covered,1
4663,blazer,lapel,crossclassified,1
4669,chair,care,crossclassified,1
4674,table,left overs,crossclassified,1
4681,elk,donkey,crossclassified,1
4572,horse,curtain,crossclassified,1
4559,cat,basin,crossclassified,1
4465,carpet,doormat,crossclassified,1
4558,cat,pipe,crossclassified,1
4475,robe,bed,crossclassified,1
4477,robe,bowl,crossclassified,1
4478,robe,headboard,crossclassified,1
4482,girl,unbar la,not-covered,1
4483,motorbike,bag,crossclassified,1
4494,bottle,bourbon,crossclassified,1
4497,giraffe,dog,crossclassified,1
4500,car,faucet,crossclassified,1
4503,van,small cargo van,not-covered,1
4504,jacket,id tag,not-covered,1
4506,jacket,work clothes,crossclassified,1
4508,desk,old suitcase on desk,not-covered,1
4513,table,clothing,crossclassified,1
4521,cabbage,topping,crossclassified,1
4523,cabbage,noodles,crossclassified,1
4524,cabbage,slaw,crossclassified,1
4525,car,pul,crossclassified,1
4530,guy,snowboard,crossclassified,1
4532,guy,sea skating board,not-covered,1
4533,boat,eye glass,crossclassified,1
4534,jacket,eye glasses,crossclassified,1
4541,pot,onion,crossclassified,1
4544,pot,crackpot,crossclassified,1
4546,pot,veritable,crossclassified,1
4547,horse,stands,crossclassified,1
4552,boat,lake dock,not-covered,1
4557,cat,top,crossclassified,1
4687,retriever,belt,crossclassified,1
4689,man,long sleeve shirt,not-covered,1
4690,man,house,crossclassified,1
4692,zebra,bricks,crossclassified,1
4779,cupcake,figurine,crossclassified,1
4780,cupcake,sculpture,crossclassified,1
4781,cupcake,teddy bear,crossclassified,1
4782,chair,table cloth,crossclassified,1
4792,carpet,logo,crossclassified,1
4796,carpet,bickerer,not-covered,1
4799,carpet,bicycle,crossclassified,1
4802,guy,protester,crossclassified,1
4804,bowl,lemons in bowl,not-covered,1
4805,bowl,eggs,crossclassified,1
4810,bowl,poke,crossclassified,1
4811,jacket,hot bun,not-covered,1
4813,jacket,hand band,not-covered,1
4815,carpet,tool,crossclassified,1
4817,carpet,controller,crossclassified,1
4819,carpet,child,crossclassified,1
4821,carpet,control,crossclassified,1
4827,woman,skateboarding girl,not-covered,1
4830,dish,bent,crossclassified,1
4833,dish,takeout dish,not-covered,1
4837,dish,veg salad,not-covered,1
4838,dish,veg dish,not-covered,1
4842,bread,toothpick,crossclassified,1
4847,jacket,reckless,crossclassified,1
4848,jacket,tops,crossclassified,1
4850,table,ashtrays,crossclassified,1
4866,bread,peppers,crossclassified,1
4776,cupcake,bear statue,not-covered,1
4774,girl,seat,crossclassified,1
4771,drone,tree,not-covered,1
4738,robe,slotter,not-covered,1
4694,girl,paper plate,crossclassified,1
4699,pickup,number plate,crossclassified,1
4704,sauce,pizza box,not-covered,1
4712,bowl,water tank,crossclassified,1
4717,shirt,vehicles,crossclassified,1
4720,vase,beautiful,crossclassified,1
4723,couch,brothers,crossclassified,1
4729,boy,fruits,crossclassified,1
4732,robe,girl,crossclassified,1
4733,robe,mobile,crossclassified,1
4735,robe,housecoat,crossclassified,1
4736,robe,cellphone,crossclassified,1
4739,bowl,mangoes,crossclassified,1
4770,drone,seed,not-covered,1
4743,stingray,small stone,not-covered,1
4744,stingray,skate,co-hyponymy,1
4746,stingray,sea animal,crossclassified,1
4747,dog,pillow cover,not-covered,1
295,goalkeeper,shoe,crossclassified,1
4753,bread,sneaks,crossclassified,1
4755,train,corral,crossclassified,1
4757,boat,outrigger,crossclassified,1
4759,pan,bentonite,crossclassified,1
4760,pan,bent,crossclassified,1
4762,pan,take-out food,not-covered,1
4763,pan,tupperware,not-covered,1
4469,house,front door,crossclassified,1
4464,lady,motorbike,crossclassified,1
5628,dress,back of a child,not-covered,1
4199,sauce,rectangular food,not-covered,1
4203,shirt,skater boy,not-covered,1
4206,jet,man,crossclassified,1
4207,jet,thunderbird,crossclassified,1
4208,jet,shirt,crossclassified,1
4213,boat,gloves,crossclassified,1
4214,parrot,beak,crossclassified,1
4215,parrot,brides,crossclassified,1
4217,bowl,chicken soup,crossclassified,1
4221,woman,traveling,crossclassified,1
4224,shirt,colure,not-covered,1
4230,curtain,white dot,not-covered,1
4237,dog,automobile,crossclassified,1
4241,hamburger,steak and egg,not-covered,1
4244,hamburger,grilled meat,not-covered,1
4245,hamburger,egg,crossclassified,1
4251,airplane,outdoors,crossclassified,1
4252,bench,del,not-covered,1
4253,bench,bear,crossclassified,1
4260,motorcycle,windshields,crossclassified,1
4262,motorcycle,cruiser bikes,not-covered,1
4265,shirt,sports top,not-covered,1
4268,desk,cellphones,crossclassified,1
4275,shirt,surfer,crossclassified,1
4277,bridge,gate,crossclassified,1
4280,footstool,mobile,crossclassified,1
4282,footstool,cushion,crossclassified,1
4283,footstool,footrest,synonymy,1
4201,sauce,vegetable,crossclassified,1
4188,bridge,tent,crossclassified,1
4462,giraffe,exhibit,crossclassified,1
4187,dog,bile,crossclassified,1
4106,pan,mixed vegetables,not-covered,1
4108,pan,pan of broccoli,not-covered,1
4111,sugar,icing,crossclassified,1
4115,counter,toiletry,crossclassified,1
4117,kid,wheel,crossclassified,1
4124,cupcake,table,crossclassified,1
4125,cupcake,spoon,crossclassified,1
4126,chair,wooden chair,not-covered,1
4130,jacket,umbrella pole,not-covered,1
4132,boat,wooden box,not-covered,1
4136,chair,backrest,crossclassified,1
4137,chair,board,crossclassified,1
4140,guy,tank top,crossclassified,1
4144,curtain,video gamer,not-covered,1
4148,jacket,fleece jacket,not-covered,1
4150,boy,headgear,crossclassified,1
4153,boat,skid,crossclassified,1
4161,table,strawberry,crossclassified,1
4162,table,berries,crossclassified,1
4167,bidet,washbasin,co-hyponymy,1
4168,table,cardboard,crossclassified,1
4171,fish,carrot,crossclassified,1
4175,fish,dinner,crossclassified,1
4176,fish,potato,crossclassified,1
4180,fish,vegetable,crossclassified,1
4181,fish,toppings,crossclassified,1
4182,kid,wire,crossclassified,1
4284,footstool,table,crossclassified,1
4286,footstool,bed,crossclassified,1
4287,footstool,chair,crossclassified,1
4288,footstool,furniture,hypernymy.2,1
4372,sheep,stuffed sheep,not-covered,1
4373,sheep,statues,crossclassified,1
4374,sheep,flower vase,not-covered,1
4375,sheep,couch,crossclassified,1
4376,sheep,flower,crossclassified,1
4377,sheep,figurine,crossclassified,1
4378,jacket,drink,crossclassified,1
4388,tent,tray,crossclassified,1
4389,tent,bowel,crossclassified,1
4390,tent,table cloth,crossclassified,1
4392,tent,kitchen,crossclassified,1
4400,woman,video game player,not-covered,1
4402,sauce,ghee,crossclassified,1
4403,sauce,stuffed roll,not-covered,1
4405,sauce,hollandia,not-covered,1
323,bench,crate,crossclassified,1
4413,suv,sign board,crossclassified,1
4417,suv,toyota,crossclassified,1
4418,hood,side mirror,not-covered,1
4423,sandwich,hotdogging,not-covered,1
4424,sandwich,legroom,not-covered,1
4428,train,street sign,crossclassified,1
4432,girl,stuffed animal,not-covered,1
4440,dress,ami,not-covered,1
4451,motorcycle,head lamp,crossclassified,1
4453,motorcycle,lights,crossclassified,1
4459,knife,paring knife,hypernymy.1,1
4371,sheep,flower pot,crossclassified,1
4365,man,wake boarder,not-covered,1
4362,jacket,tennis,crossclassified,1
4320,overpass,highway sign,not-covered,1
4289,sauce,stirrer,crossclassified,1
4294,sauce,sausage salad,not-covered,1
