,word1,word2,relation,freq. (unord),"freq. (w1,w2)","freq. (w2,w1)"
1342,boy,cheering,crossclassified,1,1,0
1339,meal,plate,crossclassified,1,0,1
1338,lunch,plate,crossclassified,1,0,1
1334,bag,mouse,crossclassified,1,0,1
1314,refreshment,table,crossclassified,1,0,1
1313,airplane,vane,crossclassified,1,1,0
1311,desk,headphones,crossclassified,1,1,0
1297,ample,pan,crossclassified,1,0,1
1293,female,person,hypernymy.2,1,0,1
1279,bowl,candy,crossclassified,1,1,0
1256,jacket,wrap,hypernymy.2,1,1,0
1246,bench,gazebo,crossclassified,1,1,0
1245,bench,doorway,crossclassified,1,1,0
1244,architecture,bench,crossclassified,1,0,1
2813,plane,thunderbird,crossclassified,1,1,0
2825,traveling,woman,crossclassified,1,0,1
4623,house,ramp,crossclassified,1,1,0
4098,candy,wrapper,crossclassified,1,0,1
4079,man,parka,crossclassified,1,1,0
4080,barbecue,tray,crossclassified,1,0,1
4084,appetizer,tray,crossclassified,1,0,1
4089,case,hat,crossclassified,1,0,1
4091,lower,woman,crossclassified,1,0,1
4095,cup,wrapper,crossclassified,1,0,1
4103,beef,steak,crossclassified,1,0,1
4076,canteen,truck,crossclassified,1,0,1
4104,steak,vegetable,crossclassified,1,1,0
4109,glass,plant,crossclassified,1,0,1
4111,cup,plant,crossclassified,1,0,1
4112,leaves,plant,crossclassified,1,0,1
4113,arrangement,plant,crossclassified,1,0,1
4115,food,plant,crossclassified,1,0,1
4078,man,snow,crossclassified,1,1,0
4073,crust,table,crossclassified,1,0,1
2836,automobile,dog,crossclassified,1,0,1
4046,soup,wantons,crossclassified,1,1,0
4038,carpet,catcher,crossclassified,1,0,1
4039,catcher,tag,crossclassified,1,1,0
4041,scoop,spoon,co-hyponymy,1,0,1
4042,lift,train,crossclassified,1,0,1
4044,courtship,man,crossclassified,1,0,1
4045,cub,soup,crossclassified,1,0,1
4047,food,skillet,crossclassified,1,1,0
4069,mussels,pizza,crossclassified,1,0,1
4052,cat,lynx,hypernymy.1,1,1,0
4054,cat,ocelot,hypernymy.1,1,1,0
4055,cat,tiger,hypernymy.1,1,1,0
4059,advertisements,dugout,crossclassified,1,0,1
4065,bag,refrigerator,crossclassified,1,0,1
4066,hog,motorcycle,crossclassified,1,0,1
4116,jar,plant,crossclassified,1,0,1
4117,floor,roof,co-hyponymy,1,1,0
4119,floor,sheet,crossclassified,1,1,0
4208,person,spoon,crossclassified,1,1,0
4198,building,zoo,crossclassified,1,1,0
4199,backrest,bench,crossclassified,1,0,1
4200,bench,sweater,crossclassified,1,1,0
4202,carrot,hotdog,crossclassified,1,0,1
4203,bench,wog,crossclassified,1,1,0
4206,arms,person,crossclassified,1,0,1
4210,palate,person,crossclassified,1,0,1
4129,dishes,man,crossclassified,1,0,1
4214,entree,salad,crossclassified,1,0,1
4227,kite,ship,crossclassified,1,1,0
4230,starlet,woman,crossclassified,1,0,1
4233,court,train,crossclassified,1,0,1
4234,rocks,table,crossclassified,1,0,1
4235,goggles,woman,crossclassified,1,0,1
4197,building,ranch,crossclassified,1,1,0
4187,port,statue,crossclassified,1,0,1
4182,shoppers,woman,crossclassified,1,0,1
4181,goat,mammal,hypernymy.2,1,1,0
4179,boss,woman,crossclassified,1,0,1
4177,curtain,valence,crossclassified,1,1,0
4175,curtain,hammock,crossclassified,1,1,0
4172,curtain,fabric,crossclassified,1,1,0
4171,giraffe,leg,crossclassified,1,1,0
4161,graphical,shirt,crossclassified,1,0,1
4157,airplane,minicomputer,crossclassified,1,1,0
4149,chicken,table,crossclassified,1,0,1
4146,camel,sheep,crossclassified,1,0,1
4143,bowler,hat,hypernymy.2,1,0,1
4142,neck,woman,crossclassified,1,0,1
4141,fork,vagabond,crossclassified,1,1,0
4138,goofball,man,crossclassified,1,0,1
4036,road,tablecloth,crossclassified,1,0,1
4034,lace,tablecloth,crossclassified,1,0,1
4026,paws,table,crossclassified,1,0,1
3902,cart,trolley,crossclassified,1,1,0
3889,biscuit,scone,co-hyponymy,1,1,0
3892,biscuit,bun,crossclassified,1,1,0
3893,biscuit,burger,crossclassified,1,1,0
3898,cart,shipload,crossclassified,1,1,0
3899,bin,cart,crossclassified,1,0,1
3900,cart,vest,crossclassified,1,1,0
3903,box,cart,crossclassified,1,0,1
3923,poncho,robe,crossclassified,1,0,1
3904,cart,man,crossclassified,1,1,0
3907,burrito,sandwich,crossclassified,1,0,1
3908,vest,waistcoat,synonymy,1,1,0
3912,outfit,vest,crossclassified,1,0,1
3915,cake,tart,crossclassified,1,1,0
3919,dock,plane,crossclassified,1,1,0
3887,biscuit,muffin,co-hyponymy,1,1,0
3883,cake,dolls,crossclassified,1,1,0
3878,pizza,poster,crossclassified,1,1,0
3877,cup,pizza,crossclassified,1,0,1
3876,backpack,pizza,crossclassified,1,0,1
3868,van,windshield,crossclassified,1,1,0
3865,binder,table,crossclassified,1,0,1
3864,boy,teenage,crossclassified,1,1,0
3862,grass,owl,crossclassified,1,0,1
3861,owl,wale,crossclassified,1,1,0
3859,appliances,counter,crossclassified,1,0,1
3855,ampullae,bridge,crossclassified,1,0,1
3853,group,house,hypernymy.1,1,0,1
3851,bulla,motorcycle,crossclassified,1,0,1
3850,barrier,motorcycle,crossclassified,1,0,1
3847,cigarette,shirt,crossclassified,1,0,1
3842,sketchbook,surfer,crossclassified,1,0,1
3921,man,mixer,crossclassified,1,1,0
3926,robe,stone,crossclassified,1,1,0
4024,stereo,table,crossclassified,1,0,1
3985,desk,orange,crossclassified,1,1,0
3969,shirt,toddler,crossclassified,1,1,0
3973,children,shirt,crossclassified,1,0,1
3979,case,refrigerator,crossclassified,1,0,1
3980,refrigerator,shelf,crossclassified,1,1,0
3982,cow,tongue,crossclassified,1,1,0
3984,desk,peel,crossclassified,1,1,0
3988,hat,turbine,crossclassified,1,1,0
3929,jumping,woman,crossclassified,1,0,1
3993,pancake,table,crossclassified,1,0,1
3995,donut,umbellate,crossclassified,1,1,0
4013,bowl,trencher,crossclassified,1,1,0
4014,bowl,cookies,crossclassified,1,1,0
4020,egg,plate,crossclassified,1,1,0
4021,cake,egg,crossclassified,1,0,1
3966,bottle,unknown,crossclassified,1,1,0
3964,gal,woman,hypernymy.2,1,0,1
3962,bread,pickles,crossclassified,1,1,0
3961,plate,snowboarder,crossclassified,1,0,1
3958,delicious,sandwich,crossclassified,1,0,1
3955,man,unknown,crossclassified,1,1,0
3954,man,passenger,crossclassified,1,1,0
3952,creek,water,hypernymy.2,1,0,1
3951,pond,water,hypernymy.2,1,0,1
3948,lake,water,hypernymy.2,1,0,1
3946,brute,fruit,crossclassified,1,0,1
3945,fruit,furtive,crossclassified,1,1,0
3944,fruit,tart,crossclassified,1,1,0
3935,bridge,signs,co-hyponymy,1,1,0
3932,flooding,table,crossclassified,1,0,1
3931,glasses,jacket,crossclassified,1,0,1
3930,motorcycle,rom,crossclassified,1,1,0
4237,swimsuit,woman,crossclassified,1,0,1
4239,jumper,sweatshirt,hypernymy.1,1,0,1
4241,bracelet,sweatshirt,crossclassified,1,0,1
4507,noodles,pizza,crossclassified,1,0,1
4481,arm,plate,crossclassified,1,1,0
4484,bathtub,photo,crossclassified,1,1,0
4496,bathtub,class,crossclassified,1,1,0
4501,goat,sweater,co-hyponymy,1,1,0
4503,goat,person,hypernymy.2,1,1,0
4504,beating,goat,crossclassified,1,0,1
4508,boy,dexter,crossclassified,1,1,0
4524,bathrooms,boy,crossclassified,1,0,1
4511,hut,overhang,crossclassified,1,1,0
4513,hut,water,crossclassified,1,1,0
4516,cottage,hut,crossclassified,1,0,1
4519,beach,hut,crossclassified,1,0,1
4520,hut,trees,crossclassified,1,1,0
4521,boy,looper,crossclassified,1,1,0
4480,arm,sweater,crossclassified,1,1,0
4479,arm,ground,crossclassified,1,1,0
4476,arm,eater,crossclassified,1,1,0
4474,bed,shirted,crossclassified,1,1,0
4471,cake,dag,crossclassified,1,1,0
4470,denim,jacket,crossclassified,1,0,1
4467,hamburger,pizza,crossclassified,1,0,1
4463,jeep,skateboarder,crossclassified,1,1,0
4452,bed,walls,hypernymy.1,1,1,0
4451,box,knife,crossclassified,1,0,1
4442,horse,wall,crossclassified,1,1,0
4439,child,pants,crossclassified,1,1,0
4437,elastic,girl,crossclassified,1,0,1
4436,bottle,knife,crossclassified,1,1,0
4434,atomizer,bottle,crossclassified,1,0,1
4429,leg,zebra,crossclassified,1,0,1
4427,man,spy,crossclassified,1,1,0
4523,boy,lateen,crossclassified,1,1,0
4525,handlebars,jacket,crossclassified,1,0,1
4421,looper,woman,crossclassified,1,0,1
4608,coat,purse,crossclassified,1,0,1
4593,salmon,steak,crossclassified,1,1,0
4594,burger,salmon,crossclassified,1,0,1
4595,plate,salmon,crossclassified,1,0,1
4596,gyro,salad,crossclassified,1,0,1
4605,purse,t-shirt,crossclassified,1,1,0
4607,bag,purse,synonymy,1,0,1
4609,oxen,sheep,crossclassified,1,0,1
4526,jacket,motorbike,crossclassified,1,1,0
4612,collar,vest,crossclassified,1,0,1
4613,guard,vest,crossclassified,1,0,1
4614,leash,vest,crossclassified,1,0,1
4617,donut,waffle,crossclassified,1,0,1
4619,dish,waffle,crossclassified,1,0,1
4622,house,walkway,crossclassified,1,1,0
4592,filet,salmon,crossclassified,1,0,1
4586,bedding,woman,crossclassified,1,0,1
4582,pen,platform,crossclassified,1,1,0
4581,pen,pit,co-hyponymy,1,1,0
4580,cattle,pen,crossclassified,1,0,1
4578,pen,stand,crossclassified,1,1,0
4576,pen,porch,crossclassified,1,1,0
4574,field,pen,crossclassified,1,0,1
4562,house,scarf,crossclassified,1,1,0
4549,motorcycle,parka,crossclassified,1,1,0
4547,dress,oven,crossclassified,1,1,0
4541,dish,soup,hypernymy.1,1,0,1
4538,shirt,tee,crossclassified,1,1,0
4537,person,pillow,crossclassified,1,1,0
4535,person,toddler,hypernymy.1,1,1,0
4533,ghost,man,crossclassified,1,0,1
4531,drink,shirt,crossclassified,1,0,1
4422,potty,woman,crossclassified,1,0,1
4420,res,shirt,crossclassified,1,0,1
4243,bird,rail,hypernymy.1,1,1,0
4332,planter,tub,crossclassified,1,1,0
4318,bacon,meat,hypernymy.2,1,1,0
4321,bacon,pizza,crossclassified,1,1,0
4322,bacon,plate,crossclassified,1,1,0
4324,bacon,cheese,crossclassified,1,1,0
4325,bacon,beef,crossclassified,1,1,0
4326,bacon,condiments,crossclassified,1,1,0
4334,can,planter,crossclassified,1,0,1
4345,receiver,woman,crossclassified,1,0,1
4336,container,planter,hypernymy.1,1,0,1
4338,bath,planter,crossclassified,1,0,1
4339,grass,planter,crossclassified,1,0,1
4340,planter,vat,crossclassified,1,1,0
4341,basin,planter,crossclassified,1,0,1
4342,chef,girl,crossclassified,1,0,1
4311,dancer,man,co-hyponymy,1,0,1
4308,parrot,shirt,crossclassified,1,0,1
4305,animals,carpet,crossclassified,1,0,1
4303,dumbstruck,truck,crossclassified,1,0,1
4302,duck,truck,crossclassified,1,0,1
4296,ice,shirt,crossclassified,1,0,1
4293,car,licentiate,crossclassified,1,1,0
4285,flour,horse,crossclassified,1,0,1
4284,tree,vase,crossclassified,1,0,1
4283,cake,meal,crossclassified,1,1,0
4280,t-shirt,wheelchair,crossclassified,1,0,1
4278,vehicles,wheelchair,crossclassified,1,0,1
4276,boy,reader,crossclassified,1,1,0
4273,dresser,shirt,crossclassified,1,0,1
4262,cow,lion,crossclassified,1,0,1
4254,man,serviceman,synonymy,1,1,0
4245,knife,shears,co-hyponymy,1,1,0
4344,couch,humans,crossclassified,1,1,0
4348,jacket,shower,crossclassified,1,1,0
4419,shirt,suspender,crossclassified,1,1,0
4403,fruit,rode,crossclassified,1,1,0
4386,girl,people,crossclassified,1,1,0
4388,boy,feeder,crossclassified,1,1,0
4390,girl,lamp,crossclassified,1,0,1
4391,lamp,post,crossclassified,1,1,0
4394,lamp,wall,crossclassified,1,1,0
4395,jacket,lamp,crossclassified,1,0,1
4405,backpack,skier,crossclassified,1,0,1
4349,bird,tent,crossclassified,1,1,0
4406,hat,sunhat,hypernymy.1,1,1,0
4411,jacket,walker,crossclassified,1,1,0
4413,grind,table,crossclassified,1,0,1
4415,cup,dress,crossclassified,1,1,0
4417,curtain,food,crossclassified,1,1,0
4418,boy,thread,crossclassified,1,1,0
4385,floor,lobby,co-hyponymy,1,1,0
4384,chairs,floor,crossclassified,1,0,1
4381,bread,hogging,crossclassified,1,1,0
4380,shirt,underwear,crossclassified,1,1,0
4379,knot,tie,co-hyponymy,1,0,1
4378,car,prop,crossclassified,1,1,0
4375,man,partner,co-hyponymy,1,1,0
4370,parser,woman,crossclassified,1,0,1
4369,females,woman,hypernymy.1,1,0,1
4368,dog,doggie,hypernymy.1,1,1,0
4367,carpet,shadow,crossclassified,1,1,0
4364,fur,stove,crossclassified,1,0,1
4363,desk,stove,crossclassified,1,0,1
4360,blacktopping,pizza,crossclassified,1,0,1
4359,girl,twin,crossclassified,1,1,0
4353,polo,skater,crossclassified,1,0,1
4350,awning,bird,crossclassified,1,0,1
3840,omnirange,van,crossclassified,1,0,1
3839,noodles,salad,crossclassified,1,0,1
3834,carpet,couches,crossclassified,1,1,0
3199,man,protester,co-hyponymy,1,1,0
3182,cupcake,sculpture,crossclassified,1,1,0
3186,carpet,court,crossclassified,1,0,1
3190,court,logo,crossclassified,1,1,0
3191,court,t-shirt,crossclassified,1,1,0
3197,bicycle,floor,crossclassified,1,0,1
3198,bike,floor,crossclassified,1,0,1
3201,bowl,eggs,crossclassified,1,1,0
3228,ashtrays,table,crossclassified,1,0,1
3204,bowl,poke,crossclassified,1,1,0
3207,carpet,tool,crossclassified,1,1,0
3209,carpet,controller,crossclassified,1,1,0
3211,carpet,child,crossclassified,1,1,0
3214,carpet,control,crossclassified,1,1,0
3223,bread,toothpick,crossclassified,1,1,0
3181,cupcake,figurine,crossclassified,1,1,0
3175,bird,seed,crossclassified,1,1,0
3170,boat,outrigger,crossclassified,1,1,0
3168,corral,train,crossclassified,1,0,1
3163,carpet,screen,crossclassified,1,1,0
3160,skate,stingray,co-hyponymy,1,0,1
3157,bowl,mangoes,crossclassified,1,1,0
3153,housecoat,shirt,crossclassified,1,0,1
3146,brothers,couch,crossclassified,1,0,1
3143,beautiful,vase,crossclassified,1,0,1
3142,shirt,vehicles,crossclassified,1,1,0
3140,container,tub,hypernymy.1,1,1,0
3138,apple,container,crossclassified,1,0,1
3130,skateboarding,skater,crossclassified,1,0,1
3126,bricks,zebra,crossclassified,1,0,1
3119,donkey,goat,crossclassified,1,0,1
3112,care,chair,crossclassified,1,0,1
3227,shirt,tops,crossclassified,1,1,0
3236,peppers,sandwich,crossclassified,1,0,1
3101,food,slice,crossclassified,1,1,0
3319,shaver,shirt,crossclassified,1,0,1
3305,man,players,co-hyponymy,1,1,0
3307,bread,breadstick,hypernymy.1,1,1,0
3308,skateboarder,sweater,crossclassified,1,1,0
3310,bat,skateboarder,crossclassified,1,0,1
3314,food,heart,hypernymy.1,1,1,0
3315,cake,sweets,crossclassified,1,1,0
3326,fancy,jacket,crossclassified,1,0,1
3237,basin,container,hypernymy.2,1,0,1
3333,flower,restaurant,crossclassified,1,0,1
3336,bed,kitten,crossclassified,1,1,0
3345,bridge,stair,co-hyponymy,1,1,0
3350,couch,donuts,crossclassified,1,1,0
3360,bin,cup,co-hyponymy,1,0,1
3361,rabbit,squirrel,co-hyponymy,1,0,1
3303,battle,cup,crossclassified,1,0,1
3299,post,train,crossclassified,1,0,1
3296,glass,laptop,crossclassified,1,1,0
3294,cat,soap,crossclassified,1,1,0
3293,cat,faucet,crossclassified,1,1,0
3288,coat,hat,crossclassified,1,0,1
3277,man,vacationer,crossclassified,1,1,0
3270,bird,robin,hypernymy.1,1,1,0
3267,burton,woman,crossclassified,1,0,1
3258,counter,saucepan,crossclassified,1,1,0
3251,container,soup,crossclassified,1,0,1
3247,bread,pita,hypernymy.1,1,1,0
3244,container,purifier,crossclassified,1,1,0
3243,container,filter,crossclassified,1,1,0
3240,container,dispenser,hypernymy.1,1,1,0
3239,container,waterpower,crossclassified,1,1,0
3238,container,jug,hypernymy.1,1,1,0
3111,jacket,lapel,crossclassified,1,1,0
3100,eclair,food,hypernymy.2,1,0,1
3368,bagel,croissant,co-hyponymy,1,0,1
2930,couch,statue,crossclassified,1,0,1
2898,cucumber,woman,crossclassified,1,0,1
2914,anchor,man,crossclassified,1,0,1
2915,anchorman,man,crossclassified,1,0,1
2919,jacket,tennis,crossclassified,1,1,0
2928,statue,statues,synonymy,1,1,0
2929,goat,statue,crossclassified,1,0,1
2931,flower,statue,crossclassified,1,0,1
2970,couple,guy,crossclassified,1,1,0
2932,figurine,statue,crossclassified,1,0,1
2943,tent,tray,crossclassified,1,1,0
2944,bowel,tent,crossclassified,1,0,1
2946,kitchen,tent,crossclassified,1,0,1
2947,tarp,tent,crossclassified,1,0,1
2955,cheese,ghee,crossclassified,1,1,0
2896,man,socks,crossclassified,1,1,0
2894,bridge,sand,crossclassified,1,1,0
2890,bridge,stoplight,crossclassified,1,1,0
2884,pot,radish,crossclassified,1,1,0
2883,pot,veg,crossclassified,1,1,0
2882,pot,squash,crossclassified,1,1,0
2873,food,stirrer,crossclassified,1,1,0
2865,footrest,ottoman,synonymy,1,0,1
2864,cushion,ottoman,crossclassified,1,0,1
2862,mobile,ottoman,crossclassified,1,0,1
2859,bridge,gate,crossclassified,1,1,0
2853,desk,rack,crossclassified,1,1,0
2852,cellphones,table,crossclassified,1,0,1
2848,motorcycle,windshields,crossclassified,1,1,0
2842,bear,bench,crossclassified,1,0,1
2841,airplane,outdoors,crossclassified,1,1,0
2838,burger,egg,crossclassified,1,1,0
2958,cheese,jam,crossclassified,1,1,0
2971,couple,glass,crossclassified,1,1,0
3094,fruit,umbrella,crossclassified,1,0,1
3066,comedian,man,crossclassified,1,0,1
3051,cat,top,crossclassified,1,1,0
3052,cat,pipe,crossclassified,1,1,0
3053,basin,cat,crossclassified,1,0,1
3058,bread,jam,crossclassified,1,1,0
3061,bench,snickers,crossclassified,1,1,0
3064,cow,fruit,crossclassified,1,1,0
3068,car,plymouth,crossclassified,1,1,0
2973,featherbedding,woman,crossclassified,1,0,1
3071,pancakes,toast,crossclassified,1,1,0
3073,bun,pancakes,crossclassified,1,0,1
3074,burger,pancakes,crossclassified,1,0,1
3082,bookcase,dresser,co-hyponymy,1,0,1
3083,dresser,shelving,crossclassified,1,1,0
3091,anemone,umbrella,crossclassified,1,0,1
3044,horse,stands,crossclassified,1,1,0
3043,pot,veritable,crossclassified,1,1,0
3042,crackpot,pot,crossclassified,1,0,1
3039,onion,pot,crossclassified,1,0,1
3036,male,surfer,crossclassified,1,0,1
3028,bus,pul,crossclassified,1,1,0
3027,hotdog,slaw,crossclassified,1,1,0
3026,hotdog,noodles,crossclassified,1,1,0
3016,car,faucet,crossclassified,1,1,0
3014,dog,giraffe,crossclassified,1,0,1
3012,bottle,bourbon,crossclassified,1,1,0
3003,headboard,robe,crossclassified,1,0,1
3002,bowl,robe,crossclassified,1,0,1
2997,cycle,door,crossclassified,1,0,1
2989,exhibit,giraffe,crossclassified,1,0,1
2988,bow,dress,crossclassified,1,0,1
2983,lights,motorcycle,crossclassified,1,0,1
3366,domicile,house,hypernymy.1,1,0,1
3369,bun,croissant,hypernymy.1,1,0,1
3833,carpet,lounge,crossclassified,1,1,0
3715,curtain,instrument,crossclassified,1,1,0
3692,cucumber,salad,crossclassified,1,0,1
3701,bowl,feed,crossclassified,1,1,0
3704,bench,chirr,crossclassified,1,1,0
3706,boy,snowsuit,crossclassified,1,1,0
3711,bud,vase,crossclassified,1,0,1
3712,boy,frame,crossclassified,1,1,0
3717,curtain,musicians,crossclassified,1,1,0
3735,boat,dingy,crossclassified,1,1,0
3718,curtain,microphone,crossclassified,1,1,0
3719,curtain,singer,crossclassified,1,1,0
3720,fence,girl,crossclassified,1,0,1
3723,cat,monitor,crossclassified,1,1,0
3724,tops,woman,crossclassified,1,0,1
3728,dress,traveler,crossclassified,1,1,0
3691,hotdog,plat,crossclassified,1,1,0
3687,bangle,couch,crossclassified,1,0,1
3684,dress,female,crossclassified,1,1,0
3683,dress,seat,crossclassified,1,1,0
3680,lunch,soup,crossclassified,1,0,1
3678,africander,bird,crossclassified,1,0,1
3676,building,luggage,crossclassified,1,1,0
3655,door,dugout,crossclassified,1,0,1
3653,goggles,jacket,crossclassified,1,0,1
3651,bathtub,handclasp,crossclassified,1,1,0
3647,curtain,desktop,crossclassified,1,1,0
3646,curtain,keyboard,crossclassified,1,1,0
3644,sticker,truck,crossclassified,1,0,1
3638,girl,snow,crossclassified,1,1,0
3625,camp,tent,crossclassified,1,0,1
3624,taint,tent,crossclassified,1,0,1
3623,animal,girl,crossclassified,1,0,1
3733,jacket,twister,crossclassified,1,1,0
3738,driver,man,crossclassified,1,0,1
3613,garage,person,crossclassified,1,1,0
3804,child,jersey,crossclassified,1,1,0
3788,cake,floor,crossclassified,1,0,1
3793,sari,vase,crossclassified,1,0,1
3794,plane,propellant,crossclassified,1,1,0
3799,bottle,orange,crossclassified,1,1,0
3800,bottle,lemonade,crossclassified,1,1,0
3802,bottle,thermos,hypernymy.1,1,1,0
3806,kitchen,woman,crossclassified,1,0,1
3740,jacket,jeering,crossclassified,1,1,0
3811,frame,window,co-hyponymy,1,0,1
3813,furniture,window,crossclassified,1,0,1
3820,child,grandson,crossclassified,1,1,0
3823,boy,ride,crossclassified,1,1,0
3831,carpet,lobby,crossclassified,1,1,0
3832,carpet,mother,crossclassified,1,1,0
3787,apple,floor,crossclassified,1,0,1
3780,field,wall,crossclassified,1,0,1
3779,belt,wall,crossclassified,1,0,1
3778,baseball,wall,crossclassified,1,0,1
3774,stadium,wall,crossclassified,1,0,1
3773,condiments,sandwich,crossclassified,1,0,1
3766,jumper,skateboarder,crossclassified,1,0,1
3760,cellphone,knife,crossclassified,1,0,1
3758,cat,knife,crossclassified,1,0,1
3753,bird,brain,crossclassified,1,1,0
