	max_domain	people	clothing	animals_plants	home	food	vehicles	buildings	SUM
$stre	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$street light pole	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$sun	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$sweat-box	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$sweaters	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$swimming tube	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$swofa	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$sword	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tab le	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$table and chair	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$table chair	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$table setting	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tablr	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tailes	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tailet	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$take out container	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tamlars	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tangerine	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tapil	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$taspine	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tavle	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tbale	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$teddy toy	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tee class	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$teedy bear	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$teleboth	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$telephone booth	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$telivession	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$terrs	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$test place	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tewal	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$the great wave off kanagawa	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$things	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$ti;s	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tile floor	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tissu paper	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tiyles	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tlamp	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$toilet cover	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$toilet covers	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$toilet tub	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$toiletsink	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$toilt	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$toolbox	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$toothpaste	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$toulet	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$track pant	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$trafficlight	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$trashcan	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$traval bage	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tree stump	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$trimmer	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$turkey pan and rack	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$tv cabinet	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$twins	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$unflushed toilet	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$upper cabinetry	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$upperbed	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$urinals	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$urinlas	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$vage	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$veagetable	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$vegiees	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$waching	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wahspassion	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$waiting seat	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wall, bench	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wallpaper	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$ware	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wash basins	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wash bisan	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wash pashan	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$washbassion	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$washepasion	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$washepassion	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$washer	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$washingmission	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$washpation	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$washpeason	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$waspasen	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$waspashan	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$waspation	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wasspasan	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$water can	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$water dish	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$water tank	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$whashbassion	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$whaterbootial	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wheel bed	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$whisky bottle	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$white sink	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$white tub	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$whitevase	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wind surfer	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$window cloth	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$window screen	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$window.	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$windown	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$windowscreen	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$windsurfing	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$windsurfing board	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wine glasses	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wine table	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$wood steps	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$woodan	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$woodem	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$work bench	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$yining table	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$zue	home	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.11
$`woodel	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$album	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$anemone	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$apartment complex	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$apartments	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$audience	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$basball bat	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$baseball hitter	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$bbq	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$bikers	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$boar5d	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$bords	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$brdge	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$breze	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$brick wall	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$bridge, arch	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$bridgle	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$britge	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$brrge	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$brzze	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$buiding	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$buildng	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$builing	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$buillding	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$buldings	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$bulidings	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$bulting	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$bus      builing	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$bysysel	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$ca[	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$canape	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$canapoy	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$clock-tower	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$cooling class	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$crosswalk	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$cvrtain	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$decorations	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$dog out	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$dogout	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$duout	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$elevated rail	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$elevated raiload	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$elevated railroad	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$facade	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$fence gate	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$foliage	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$freeway	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$gallay	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$gate way	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$grill machine	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$helmte	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$highrise	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$highway	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$hoem	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$hotal	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$houise	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$irne	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$jet bridge	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$jetbridge	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$jouse	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$light rail	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$magirista	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$mall	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$monastery	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$name board	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$out house	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$p[ored	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$palm	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$pitcher mound	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$pitching mound	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$players stand	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$pool house	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$promenade	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$railroad track	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$red cap	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$rofe	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$roup	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$scordboard	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$sheup	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$side glass	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$side walk	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$siding	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$sig poart	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$sigm	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$sign borat	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$sign, house	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$signal board	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$skylight	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$sotan	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$sports net	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$stepsp	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$store room	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$street board	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$swimsuit	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$syscle	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$t shaerd	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$tale	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$tee pee	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$terminal	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$thatched roof	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$ticket office	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$tieran	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$tipi	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$tom	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$toweer	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$townhouse	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$train trestle	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$trunks	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$truss bridge	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$turk	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$umbreala	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$varenda	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$way	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$weal	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$wilderness	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$windeo	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$wodone	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$work shap	buildings	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11
$4 wheeler	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$4wheeler	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aaeroplane	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aero plane	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aeroplaint	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aeroplainw	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aeroplanea	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aeroplqne	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aerospace manufacturer	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aerpln	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$air austral	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$air force	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$air palne	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$air transat	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$airbus a330	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$airforce	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$airline	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$airoplani	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$airpalan	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$airplane toy	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$airplaneq	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$airpolain	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$ake	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$anchor	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$areoplane	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$areplan	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$ariplane	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$armored truck	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$army truck	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aroplane	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aroplean	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aroplian	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$arplane	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$arrow plain	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$arupaun	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$ato	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$aut	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$automobiles	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$b-25 michell	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$baby cloth	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$baluns	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$bi-plane	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$bick	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$bicycle handle bar	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$bike cioths	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$bikr	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$blke	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$blow up	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boared	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boat and trailer	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boat bow	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boat cabin	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boat deck	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boat stick	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boeing 737 next generation	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boeing 777	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$bomber	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boote	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$boute	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$bridge gate	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$bulattrain	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$bulding	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$buoyancy compensator	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$byciycle	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$byck	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$campervan	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$canoo	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$car frant	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$car, automobile	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$car, automobile, parking meter	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$cardboard tray	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$cargo cabin	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$cargo plane	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$cargo van	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$carriages	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$coaches	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$commuter train	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$compact van	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$conveyance	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$decklid	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$dirtbike	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$door way	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$douglas a-26 invader	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$drink cart	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$dumptruck	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$düsseldorf airport	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$eingen	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$en chine	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$f16	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$fighte	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$fighter jets	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$fighter plane	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$fillean	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$fireboat	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$firefighter	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$fishing trawler	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$flat bed truck	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$food cart	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$foodcart	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$foodtruck	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$ford super duty	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$freeride	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$frietruck	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$front	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$fuelselage	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$gemara	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$golwes	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$grumman llv	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
$gulfstream iii	vehicles	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11
