items,quality_control,source,assignments
"[['http://object-naming-amore.upf.edu//2398883_1174628_singleton_obj.png', ['bird', 'umbrella', 'parrot']], ['http://object-naming-amore.upf.edu//2380534_3833712_singleton_obj.png', ['pizza', 'pizza slice', 'food', 'peppers']], ['http://object-naming-amore.upf.edu//2351873_2151014_singleton_obj.png', ['building', 'cycle', 'virgin', 'restaurant', 'house']], ['http://object-naming-amore.upf.edu//2360757_2099343_supercat_unique.png', ['sofa', 'couch', 'cuch', 'furniture', 'chair']], ['http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png', ['dessert', 'cola', 'pastry', 'cake', 'food', 'pie']], ['http://object-naming-amore.upf.edu//2327354_3513124_singleton_obj.png', ['building', 'player', 'athlete', 'person', 'bat', 'tennis player', 'boy', 'man']]]","['7b22756d6272656c6c61223a20227365726966227d', '7b2270657070657273223a20227365726966227d', '7b2276697267696e223a2022636f7572696572227d', '7b2263756368223a202273616e732d636f756368222c2022736f6661223a2022626f6c642d636f756368227d', '7b22636f6c61223a2022636f7572696572227d', '7b226275696c64696e67223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_61___../1_pre-pilot/verification_round0_amt.csv_190,2
"[['http://object-naming-amore.upf.edu//2336263_2588610_singleton_obj.png', ['cuch', 'couch', 'sofa']], ['http://object-naming-amore.upf.edu//2363318_765999_singleton_obj.png', ['plane', 'airplane', 'jet', 'airpplane']], ['http://object-naming-amore.upf.edu//2378322_714489_supercat_unique.png', ['blazer', 'suit', 'sneakers', 'jacket', 'coat']], ['http://object-naming-amore.upf.edu//2392868_1225154_supercat_unique.png', ['sofa', 'chair', 'couch', 'laptop', 'hair']], ['http://object-naming-amore.upf.edu//2349568_873797_supercat_unique.png', ['couch', 'guy', 'emblem', 't-shirt', 'person', 'man']], ['http://object-naming-amore.upf.edu//2335863_2343447_singleton_obj.png', ['man', 'skier', 'person', 'head', 'kid', 'boy', 'snowboarder', 'child']]]","['7b2263756368223a202273616e732d636f756368222c2022736f6661223a2022626f6c642d636f756368227d', '7b2261697270706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22736e65616b657273223a20227365726966227d', '7b2268616972223a20227365726966222c2022736f6661223a2022626f6c642d636f756368227d', '7b22656d626c656d223a2022636f7572696572227d', '7b2268656164223a20227365726966222c20226368696c64223a2022626f6c642d6b6964227d']",../1_crowdsourced/to_be_redone_amt.csv_62___../1_pre-pilot/verification_round0_amt.csv_192,1
"[['http://object-naming-amore.upf.edu//2348677_1825746_supercat_ambiguous.png', ['car', 'train', 'liters']], ['http://object-naming-amore.upf.edu//2415849_2740014_singleton_obj.png', ['aircraft', 'field', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2357631_1699233_singleton_obj.png', ['shirt', 'person', 'lady', 'woman', 'preson']], ['http://object-naming-amore.upf.edu//2352673_1974907_singleton_obj.png', ['ground', 'bread', 'plate', 'food', 'sandwich']], ['http://object-naming-amore.upf.edu//2375139_3842609_singleton_obj.png', ['broccoli', 'girl', 'bowl', 'person', 'child', 'mouth']], ['http://object-naming-amore.upf.edu//2374931_3696506_singleton_obj.png', ['shirt', 'man', 'boy', 'skater', 'skateboarder', 'skatebarder', 'shoe', 'skating']]]","['7b226c6974657273223a2022636f7572696572227d', '7b226669656c64223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22707265736f6e223a202273616e732d706572736f6e227d', '7b2267726f756e64223a20227365726966227d', '7b226d6f757468223a20227365726966227d', '7b22736b617465626172646572223a202273616e732d736b617465626f6172646572227d']",../1_crowdsourced/to_be_redone_amt.csv_63___../1_pre-pilot/verification_round0_amt.csv_193,2
"[['http://object-naming-amore.upf.edu//2390880_493322_singleton_obj.png', ['airpane', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2353463_2265437_seed_ambiguous.png', ['couch', 'cocuh', 'sofa', 'pillow']], ['http://object-naming-amore.upf.edu//2350035_2201660_singleton_obj.png', ['building', 'door', 'car', 'traain', 'train']], ['http://object-naming-amore.upf.edu//2352449_854059_singleton_obj.png', ['wheel', 'suv', 'car', 'lettering', 'vehicle']], ['http://object-naming-amore.upf.edu//2354618_837056_singleton_obj.png', ['granny', 'bus station', 'building', 'garage', 'station', 'bus']], ['http://object-naming-amore.upf.edu//2399697_1167283_supercat_unique.png', ['pizza', 'cheese', 'bun', 'sandwich', 'plate', 'slider', 'food', 'hotdog']]]","['7b2261697270616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22636f637568223a202273616e732d636f756368222c2022736f6661223a2022626f6c642d636f756368227d', '7b2274726161696e223a202273616e732d747261696e227d', '7b226c6574746572696e67223a20227365726966227d', '7b226772616e6e79223a2022636f7572696572227d', '7b22736c69646572223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_64___../1_pre-pilot/verification_round0_amt.csv_194,2
"[['http://object-naming-amore.upf.edu//2377174_2675120_seed_ambiguous.png', ['airplane', 'plane', 'vietnam']], ['http://object-naming-amore.upf.edu//2390145_1253470_supercat_unique.png', ['shirt', 'coat', 'jacket', 'jadket']], ['http://object-naming-amore.upf.edu//2329812_3067699_singleton_obj.png', ['top', 'chain', 'dress', 'earring', 'shirt']], ['http://object-naming-amore.upf.edu//2361642_1761689_singleton_obj.png', ['airpane', 'jet', 'airplane', 'air craft', 'plane']], ['http://object-naming-amore.upf.edu//2351099_863141_supercat_unique.png', ['person', 'corner', 'girl', 'woman', 'jacket', 'sweater']], ['http://object-naming-amore.upf.edu//2331851_3057449_singleton_obj.png', ['boy', 'person', 'man', 'skater', 'cursur', 'shoe', 'skateboarder', 't-shirt']]]","['7b22766965746e616d223a2022636f7572696572222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226a61646b6574223a202273616e732d6a61636b6574227d', '7b2265617272696e67223a20227365726966227d', '7b2261697270616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22636f726e6572223a20227365726966227d', '7b22637572737572223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_65___../1_pre-pilot/verification_round0_amt.csv_196,2
"[['http://object-naming-amore.upf.edu//2399912_1164917_supercat_ambiguous.png', ['ostrich', 'advert', 'bird']], ['http://object-naming-amore.upf.edu//881_1637711_singleton_obj.png', ['counter', 'girl', 'lady', 'woman']], ['http://object-naming-amore.upf.edu//2322231_992896_singleton_obj.png', ['post', 'car', 'vehicle', 'truck', 'wheel']], ['http://object-naming-amore.upf.edu//2386442_1285943_supercat_ambiguous.png', ['kid', 'boy', 'child', 'todler', 'toddler']], ['http://object-naming-amore.upf.edu//2337256_958424_singleton_obj.png', ['person', 'skater', 'man', 'wale', 'boy', 'skateboarder']], ['http://object-naming-amore.upf.edu//2326414_3448268_singleton_obj.png', ['person', 't-shirt', 'woman', 'man', 'computer', 'lady', 'cap', 'laptop']]]","['7b22616476657274223a2022636f7572696572227d', '7b22636f756e746572223a20227365726966227d', '7b22706f7374223a20227365726966227d', '7b22746f646c6572223a202273616e732d746f64646c6572222c20226b6964223a2022626f6c642d6368696c64227d', '7b2277616c65223a2022636f7572696572227d', '7b22636f6d7075746572223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_66___../1_pre-pilot/verification_round0_amt.csv_197,2
"[['http://object-naming-amore.upf.edu//2354163_3574575_supercat_ambiguous.png', ['traain', 'car', 'train']], ['http://object-naming-amore.upf.edu//2345494_3624193_singleton_obj.png', ['car', 'train', 'light', 'tanker']], ['http://object-naming-amore.upf.edu//2366480_2574755_seed_ambiguous.png', ['motorcycle', 'scooter', 'bike', 'moped', 'platform']], ['http://object-naming-amore.upf.edu//2354670_1936857_supercat_unique.png', ['tunk', 'man', 'bottle', 'shirt', 'guy']], ['http://object-naming-amore.upf.edu//2378159_2466368_singleton_obj.png', ['table', 'pizza', 'guy', 'person', 'man', 'boy']], ['http://object-naming-amore.upf.edu//2408417_262274_singleton_obj.png', ['milan', 't-shirt', 'pant', 'boy', 'person', 'man', 'skater', 'skateboarder']]]","['7b2274726161696e223a202273616e732d747261696e227d', '7b226c69676874223a20227365726966227d', '7b22706c6174666f726d223a20227365726966222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2274756e6b223a2022636f7572696572227d', '7b227461626c65223a20227365726966227d', '7b226d696c616e223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_67___../1_pre-pilot/verification_round0_amt.csv_198,1
"[['http://object-naming-amore.upf.edu//2405813_1106116_singleton_obj.png', ['car', 'trani', 'train']], ['http://object-naming-amore.upf.edu//2344804_2816286_supercat_unique.png', ['persln', 'lady', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2388773_670852_singleton_obj.png', ['grill', 'smoker', 'oven', 'pizza oven', 'claws']], ['http://object-naming-amore.upf.edu//2344574_2260168_singleton_obj.png', ['woman', 'rock', 'man', 'girl', 'person']], ['http://object-naming-amore.upf.edu//2413242_177237_singleton_obj.png', ['butter', 'sauce', 'soup', 'cup', 'mushroom', 'bowl']], ['http://object-naming-amore.upf.edu//2349001_878204_singleton_obj.png', ['sandwich', 'bun', 'bread', 'hotdog', 'letters', 'burger', 'tomato', 'food']]]","['7b227472616e69223a202273616e732d747261696e227d', '7b22706572736c6e223a202273616e732d706572736f6e227d', '7b22636c617773223a2022636f7572696572227d', '7b22726f636b223a20227365726966227d', '7b226d757368726f6f6d223a20227365726966227d', '7b226c657474657273223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_68___../1_pre-pilot/verification_round0_amt.csv_199,2
"[['http://object-naming-amore.upf.edu//2343197_2024339_supercat_unique.png', ['jacket', 'blazer', 'coat', 'blzer']], ['http://object-naming-amore.upf.edu//2359629_1792581_singleton_obj.png', ['person', 'woman', 'lady', 'womna']], ['http://object-naming-amore.upf.edu//2356287_821918_supercat_unique.png', ['girl', 'sofa', 'couch', 'laptop']], ['http://object-naming-amore.upf.edu//2354312_2538827_singleton_obj.png', ['hashtag', 'mat', 'carpet', 'floor', 'rug']], ['http://object-naming-amore.upf.edu//2359524_792705_singleton_obj.png', ['food', 'mat', 'hotdog', 'burger', 'bread', 'bun']], ['http://object-naming-amore.upf.edu//1592967_2310042_singleton_obj.png', ['man', 'boy', 'keyboard', 'skeyboard', 'laptop', 't-shirt', 'guy', 'bottle', 'person']]]","['7b22626c7a6572223a202273616e732d626c617a6572227d', '7b22776f6d6e61223a202273616e732d776f6d616e227d', '7b226769726c223a20227365726966222c2022636f756368223a2022626f6c642d736f6661227d', '7b2268617368746167223a2022636f7572696572222c2022636172706574223a2022626f6c642d727567227d', '7b226d6174223a20227365726966227d', '7b22736b6579626f617264223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_69___../1_pre-pilot/verification_round0_amt.csv_2,1
"[['http://object-naming-amore.upf.edu//2318334_1011707_supercat_unique.png', ['bread', 'food', 'sandiwch', 'sandwich']], ['http://object-naming-amore.upf.edu//2366498_1702660_singleton_obj.png', ['cabinet', 'woman', 'lady', 't-shirt']], ['http://object-naming-amore.upf.edu//2417521_3001651_singleton_obj.png', ['bath', 'tub', 'bencch', 'bathtub']], ['http://object-naming-amore.upf.edu//2360128_2605227_singleton_obj.png', ['bike', 'wheel', 'vehicle', 'motorbike', 'poles', 'motorcycle']], ['http://object-naming-amore.upf.edu//2382734_1326559_singleton_obj.png', ['washbasin', 'sink', 'tap', 'counter', 'drivers', 'table']], ['http://object-naming-amore.upf.edu//2360513_787579_singleton_obj.png', ['floor', 'blood', 'cat', 'carpet', 'ground', 'bench', 'bird', 'rug']]]","['7b2273616e6469776368223a202273616e732d73616e6477696368227d', '7b22636162696e6574223a20227365726966227d', '7b2262656e636368223a2022636f7572696572222c202262617468223a2022626f6c642d626174687475622c747562227d', '7b22706f6c6573223a20227365726966222c20226d6f746f7262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2264726976657273223a2022636f7572696572227d', '7b22626c6f6f64223a20227365726966222c2022727567223a2022626f6c642d636172706574227d']",../1_crowdsourced/to_be_redone_amt.csv_6___../1_pre-pilot/verification_round0_amt.csv_106,2
"[['http://object-naming-amore.upf.edu//2401844_1749250_singleton_obj.png', ['plane', 'airrplane', 'airplane']], ['http://object-naming-amore.upf.edu//2359779_2732908_seed_ambiguous.png', ['pizza', 'sauce', 'table', 'food']], ['http://object-naming-amore.upf.edu//2341480_3017107_singleton_obj.png', ['outlet', 'cabinet', 'sink', 'countertop', 'counter']], ['http://object-naming-amore.upf.edu//2348496_3605174_singleton_obj.png', ['board', 'man', 'surfer', 'person', 'shoe']], ['http://object-naming-amore.upf.edu//2376428_1942438_supercat_ambiguous.png', ['skater', 'man', 'person', 'skatre', 'skateboarder', 'boy']], ['http://object-naming-amore.upf.edu//2318956_3281669_singleton_obj.png', ['cap', 'slipper', ""pitcher's mound"", 'pitchers mound', 'pitcher', 'dugout', 'mound', 'field']]]","['7b2261697272706c616e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b227461626c65223a20227365726966227d', '7b226f75746c6574223a20227365726966227d', '7b22626f617264223a20227365726966227d', '7b22736b61747265223a202273616e732d736b61746572227d', '7b22736c6970706572223a2022636f7572696572222c20226d6f756e64223a2022626f6c642d70697463686572227d']",../1_crowdsourced/to_be_redone_amt.csv_70___../1_pre-pilot/verification_round0_amt.csv_206,2
"[['http://object-naming-amore.upf.edu//2403171_1127449_singleton_obj.png', ['platform', 'car', 'train']], ['http://object-naming-amore.upf.edu//2316650_2930762_singleton_obj.png', ['plane', 'wing', 'airplane', 'jet']], ['http://object-naming-amore.upf.edu//2393163_1222368_singleton_obj.png', ['vegetables', 'table', 'counter', 'food', 'counetr']], ['http://object-naming-amore.upf.edu//2390349_1251266_seed_ambiguous.png', ['burger', 'bun', 'hotdog', 'food', 'edge']], ['http://object-naming-amore.upf.edu//2341992_2665910_supercat_unique.png', ['shirt', 'brush', 'cabinet', 'tootthbrush', 'toothbrush', 'shelf']], ['http://object-naming-amore.upf.edu//2338411_2738915_singleton_obj.png', ['child', 'boy', 'shirt', 'person', 'man', 'kama', 't-shirt', 'chair']]]","['7b22706c6174666f726d223a20227365726966227d', '7b2277696e67223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b22636f756e657472223a202273616e732d636f756e746572227d', '7b2265646765223a20227365726966227d', '7b22746f6f7474686272757368223a202273616e732d746f6f74686272757368227d', '7b226b616d61223a2022636f7572696572227d']",../1_crowdsourced/to_be_redone_amt.csv_71___../1_pre-pilot/verification_round0_amt.csv_211,2
"[['http://object-naming-amore.upf.edu//2350278_3594392_supercat_ambiguous.png', ['car', 'train', 'writing']], ['http://object-naming-amore.upf.edu//2360972_2073516_singleton_obj.png', ['jet', 'initials', 'airplane', 'plane']], ['http://object-naming-amore.upf.edu//2344429_2261818_seed_ambiguous.png', ['toy', 'child', 'girl', 'winglet', 'doll']], ['http://object-naming-amore.upf.edu//2367169_1831648_singleton_obj.png', ['person', 'lady', 'skier', 'woman', 'pools']], ['http://object-naming-amore.upf.edu//2361164_783684_seed_ambiguous.png', ['cabinet', 'dresser', 'furniture', 'vase', 'drawer', 'fries']], ['http://object-naming-amore.upf.edu//2371272_1989447_singleton_obj.png', ['child', 't-shirt', 'boy', 'person', 'chain', 'player', 'man', 'tennis player']]]","['7b2277726974696e67223a20227365726966227d', '7b22696e697469616c73223a20227365726966222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2277696e676c6574223a2022636f7572696572227d', '7b22706f6f6c73223a2022636f7572696572227d', '7b226672696573223a2022636f7572696572227d', '7b22636861696e223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_72___../1_pre-pilot/verification_round0_amt.csv_222,1
"[['http://object-naming-amore.upf.edu//2339796_2414900_singleton_obj.png', ['jakcet', 'coat', 'jacket']], ['http://object-naming-amore.upf.edu//2412730_3174031_supercat_unique.png', ['lady', 't-shirt', 'woman', 'bag']], ['http://object-naming-amore.upf.edu//2406612_368519_singleton_obj.png', ['countertop', 'counter', 'counnter', 'vanity', 'sink']], ['http://object-naming-amore.upf.edu//2415321_3388032_singleton_obj.png', ['womn', 'girl', 'woman', 'child', 'person']], ['http://object-naming-amore.upf.edu//2404749_338447_singleton_obj.png', ['player', 'visor', 'tennis player', 'plaer', 'girl', 'woman']], ['http://object-naming-amore.upf.edu//2346029_1832822_singleton_obj.png', ['bat', 'child', 'pefson', 'person', 'shirt', 'batter', 'boy', 'kid']]]","['7b226a616b636574223a202273616e732d6a61636b6574227d', '7b22626167223a20227365726966227d', '7b22636f756e6e746572223a202273616e732d636f756e746572227d', '7b22776f6d6e223a202273616e732d776f6d616e227d', '7b22706c616572223a202273616e732d706c61796572227d', '7b22706566736f6e223a202273616e732d706572736f6e222c20226368696c64223a2022626f6c642d6b6964227d']",../1_crowdsourced/to_be_redone_amt.csv_73___../1_pre-pilot/verification_round0_amt.csv_223,2
"[['http://object-naming-amore.upf.edu//2318134_3790931_singleton_obj.png', ['train', 'trrain', 'car']], ['http://object-naming-amore.upf.edu//2318762_1007388_singleton_obj.png', ['tracks', 'person', 'man', 'skier']], ['http://object-naming-amore.upf.edu//2333208_967864_singleton_obj.png', ['cunter', 'counter', 'table', 'bottle', 'bar']], ['http://object-naming-amore.upf.edu//2374288_3849562_supercat_unique.png', ['suit', 'jqcket', 'tie', 'jacket', 'shirt']], ['http://object-naming-amore.upf.edu//2344177_2610845_singleton_obj.png', ['skateboarder', 'skating', 'gondola', 'man', 'boy', 'skater']], ['http://object-naming-amore.upf.edu//2357282_3555178_seed_ambiguous.png', ['table', 'display', 'flower stand', 'stand', 'booth', 'flowers', 'container', 'flower vase']]]","['7b2274727261696e223a202273616e732d747261696e227d', '7b22747261636b73223a20227365726966227d', '7b2263756e746572223a202273616e732d636f756e746572227d', '7b226a71636b6574223a202273616e732d6a61636b6574227d', '7b22676f6e646f6c61223a2022636f7572696572227d', '7b22636f6e7461696e6572223a20227365726966227d']",../1_crowdsourced/to_be_redone_amt.csv_74___../1_pre-pilot/verification_round0_amt.csv_225,2
